country,facility_name,town,address,latitude,longitude,coord_precision,outdoor_courts,surface,lighting,free_use,access,owner,lipas_id,source_url,data_cutoff,fact_check_notes,permalink
FINLAND,Tyngän aluekoulun beachvolleykenttä,TYNKÄ,"Tilvistie 33, 85140 TYNKÄ",64.199113,24.069520,address,1,sand,,yes,school,city,521031,,2026-05-13,LIPAS id 521031; type 1330; status active,fi-out-521031-tyngan-aluekoulun-beachvolleykentta
FINLAND,Taalintehtaan beachvolley -kenttä,Taalintehdas,"Tullimäentie, 25900 Taalintehdas",60.021781,22.502055,address,1,sand,,yes,public,city,603216,www.kimitoon.fi,2026-05-13,LIPAS id 603216; type 1330; status active,fi-out-603216-taalintehtaan-beachvolley-kentta
FINLAND,Taavetin rantalentopallokenttä,Taavetti,"Niemeläntie 75, 54500 Taavetti",60.930198,27.539377,address,1,sand,,,public,city,515902,http://www.luumaki.fi/,2026-05-13,LIPAS id 515902; type 1330; status active,fi-out-515902-taavetin-rantalentopallokentta
FINLAND,Taivalvaaran liikuntapuiston beachvolleykenttä 1,Taivalkoski,"Taivalvaarantie, 93400 Taivalkoski",65.564662,28.213984,address,1,sand,,,public,city,524089,www.taivalkoski.fi,2026-05-13,LIPAS id 524089; type 1330; status active,fi-out-524089-taivalvaaran-liikuntapuiston-beachvolleykentta-1
FINLAND,Taivalvaaran liikuntapuiston beachvolleykenttä 2,Taivalkoski,"Taivalvaarantie, 93400 Taivalkoski",65.564535,28.213358,address,1,sand,,,public,city,617005,www.taivalkoski.fi,2026-05-13,LIPAS id 617005; type 1330; status active,fi-out-617005-taivalvaaran-liikuntapuiston-beachvolleykentta-2
FINLAND,Toivon puiston beachvolleykenttä,Taivassalo,"Kisakuja, 23310 Taivassalo",60.558119,21.615988,address,1,sand,,,public,city,612066,https://www.taivassalo.fi/toivonpuisto,2026-05-13,LIPAS id 612066; type 1330; status active,fi-out-612066-toivon-puiston-beachvolleykentta
FINLAND,Talman Beachvolleykenttä,Talma,"Satotalmantie 19, 04240 Talma",60.411929,25.169424,address,1,,,,public,city,603981,http://www.sipoo.fi,2026-05-13,LIPAS id 603981; type 1330; status active,fi-out-603981-talman-beachvolleykentta
FINLAND,Lamalanlahden beach volley -kenttä,Tammela,"Järvitie, Mansikkapuisto, 31300 Tammela",60.805664,23.791244,address,2,,,,public,city,"609750, 617006",www.tammela.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 609750, 617006); LIPAS id 609750; type 1330; status active",fi-out-609750-617006-lamalanlahden-beach-volley-kentta
FINLAND,Liikuntapuiston beachvolleykenttä,Tammela,"Kyöpelintie 20, 31300 Tammela",60.813125,23.758397,address,1,sand,,,public,city,600381,,2026-05-13,LIPAS id 600381; type 1330; status active,fi-out-600381-liikuntapuiston-beachvolleykentta
FINLAND,Saaren beachvolleykenttä,Tammela,"Portaantie 480, 31300 Tammela",60.777386,23.846828,address,1,sand,,,public,city,102081,www.tammela.fi,2026-05-13,LIPAS id 102081; type 1330; status active,fi-out-102081-saaren-beachvolleykentta
FINLAND,Ahvenisjärven kenttä,Tampere,"Kemianraitti, 33720 Tampere",61.447530,23.839704,address,1,sand,,,public,city,522559,,2026-05-13,LIPAS id 522559; type 1330; status active,fi-out-522559-ahvenisjarven-kentta
FINLAND,Beach Hallin ulkokenttä 1,Tampere,"Vestonkulma 1, 33580 Tampere",61.482606,23.909452,address,1,sand,,,public,company-ltd,527648,www.beach-halli.fi,2026-05-13,LIPAS id 527648; type 1330; status active,fi-out-527648-beach-hallin-ulkokentta-1
FINLAND,Beach Hallin ulkokenttä 2,Tampere,"Vestonkulma 1, 33580 Tampere",61.482588,23.909830,address,1,sand,,,public,company-ltd,527649,www.beach-halli.fi,2026-05-13,LIPAS id 527649; type 1330; status active,fi-out-527649-beach-hallin-ulkokentta-2
FINLAND,Kalevan liikuntapuisto Beachvolleykenttä,Tampere,"Salhojankatu 56, 33540 Tampere",61.496331,23.786139,address,1,sand,,,public,city,608151,https://www.tampere.fi/kulttuuri-ja-vapaa-aika/liikunta/liikuntapaikat/kalevan-liikuntapuisto.html,2026-05-13,LIPAS id 608151; type 1330; status active,fi-out-608151-kalevan-liikuntapuisto-beachvolleykentta
FINLAND,Kumpulanpuiston (koillinen) kenttä,Tampere,"Kumpulantie - Rinnetie - Vuoritie, 33610 Tampere",61.508454,23.938668,address,1,sand,,,public,city,522436,https://www.tampere.fi/tampereen-kaupunki/yhteystiedot-ja-asiointi/neuvontapisteet/tampereen-palvelupiste.html,2026-05-13,LIPAS id 522436; type 1330; status active,fi-out-522436-kumpulanpuiston-koillinen-kentta
FINLAND,Mahlanpuiston kenttä,Tampere,"Koivistontie - Mahlankatu, 33820 Tampere",61.471762,23.793575,address,1,sand,,,public,city,522343,https://www.tampere.fi/tampereen-kaupunki/yhteystiedot-ja-asiointi/neuvontapisteet/tampereen-palvelupiste.html,2026-05-13,LIPAS id 522343; type 1330; status active,fi-out-522343-mahlanpuiston-kentta
FINLAND,Peltolammin kenttä,Tampere,"Rukkamäentie 20, 33840 Tampere",61.448812,23.744792,address,1,sand,,yes,public,city,522524,,2026-05-13,LIPAS id 522524; type 1330; status active,fi-out-522524-peltolammin-kentta
FINLAND,Rauhaniemen beachvolleykenttä,Tampere,"Rauhaniementie, 33180 Tampere",61.513999,23.783635,address,1,sand,,,public,city,522638,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-13,LIPAS id 522638; type 1330; status active,fi-out-522638-rauhaniemen-beachvolleykentta
FINLAND,Tesomajärven kenttä,Tampere,"Tesoman rantapolku 10, 33310 Tampere",61.507486,23.615237,address,1,sand,,yes,public,city,522480,,2026-05-13,LIPAS id 522480; type 1330; status active,fi-out-522480-tesomajarven-kentta
FINLAND,Kirkonkylän beachvolley-kenttä,Tervola,"Vuolukantie 20, 95300 Tervola",66.092772,24.806585,address,1,sand,,,public,city,102006,www.tervola.fi,2026-05-13,LIPAS id 102006; type 1330; status active,fi-out-102006-kirkonkylan-beachvolley-kentta
FINLAND,Tesjoen beachvolleykenttä,Tesjoki,"Kenttätie, 07955 Tesjoki",60.474092,26.316184,address,1,sand,,yes,school,city,610689,,2026-05-13,LIPAS id 610689; type 1330; status active,fi-out-610689-tesjoen-beachvolleykentta
FINLAND,Myllylammen beachvolleykenttä,Tikkakoski,"Myllylammenkatu, 41160 Tikkakoski",62.389711,25.651454,address,2,sand,,yes,public,city,"521686, 616849",https://www.jyvaskyla.fi/liikunta,2026-05-13,"Merged 2 LIPAS entries (ids: 521686, 616849); LIPAS id 521686; type 1330; status active",fi-out-521686-616849-myllylammen-beachvolleykentta
FINLAND,Tikkalan beachvolleykenttä,Tikkala,"Pöykyntie 36, 41800 Tikkala",62.148774,25.477358,address,1,,,,public,city,617149,,2026-05-13,LIPAS id 617149; type 1330; status active,fi-out-617149-tikkalan-beachvolleykentta
FINLAND,Timolan Beachvolleykenttä,Timola,"Timolantie, 78480 Timola",62.365954,27.849024,address,1,sand,,yes,public,city,524334,,2026-05-13,LIPAS id 524334; type 1330; status active,fi-out-524334-timolan-beachvolleykentta
FINLAND,Liikuntahallin beachvolleykenttä,Tohmajärvi,"Kirkkotie 10, 82600 Tohmajärvi",62.220425,30.334845,address,1,sand,,,public,city,510014,http://www.tohmajarvi.fi/,2026-05-13,LIPAS id 510014; type 1330; status active,fi-out-510014-liikuntahallin-beachvolleykentta
FINLAND,Unelmien uimarannan beachvolleykenttä,Tohmajärvi,"Kirkkotie 591, 82600 Tohmajärvi",62.190022,30.384885,address,1,sand,,yes,public,registered-association,618185,,2026-05-13,LIPAS id 618185; type 1330; status active,fi-out-618185-unelmien-uimarannan-beachvolleykentta
FINLAND,Toijalan urheilukentän beachvolleykenttä,Toijala,"Sontulantie 11, 37800 Toijala",61.164840,23.864263,address,2,sand,,yes,public,city,"517391, 517392",www.akaa.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 517391, 517392); LIPAS id 517391; type 1330; status active",fi-out-517391-517392-toijalan-urheilukentan-beachvolleykentta
FINLAND,Rantalentopallokenttä,Toivakka,"Toivakantie 62 B, 41660 Toivakka",62.103692,26.089002,address,1,,,yes,school,city,605396,www.toivakka.fi,2026-05-13,LIPAS id 605396; type 1330; status active,fi-out-605396-rantalentopallokentta
FINLAND,Kivirannan beachvolleykenttä,Tornio,"Kivirannantie 12, 95410 Tornio",65.860105,24.160654,address,1,sand,,yes,public,city,520084,,2026-05-13,LIPAS id 520084; type 1330; status active,fi-out-520084-kivirannan-beachvolleykentta
FINLAND,Tuiskulan beachvolleykenttä,Tuiskula,"Voitoistentie 40, 27730 Tuiskula",61.177464,22.224548,address,1,sand,,yes,school,city,101871,https://www.sakyla.fi/vapaa-aika/liikuntapalvelut/liikunta-alueet/,2026-05-13,LIPAS id 101871; type 1330; status active,fi-out-101871-tuiskulan-beachvolleykentta
FINLAND,Ekvallan rantalentopallokenttä,Turku,"Kakskerrantie 618, 20960 Turku",60.379447,22.225570,address,1,sand,,yes,public,city,612921,https://www.turku.fi/toimipaikat/ekvallan-rantalentopallokentta,2026-05-13,LIPAS id 612921; type 1330; status active,fi-out-612921-ekvallan-rantalentopallokentta
FINLAND,Ilmestyspäivänpuiston rantalentopallokenttä,Turku,"Mittumaarintie 24, 20400 Turku",60.547699,22.314254,address,1,sand,,yes,public,city,509962,https://www.turku.fi/toimipaikat/ilmestyspaivanpuiston-rantalentopallokentta,2026-05-13,LIPAS id 509962; type 1330; status active,fi-out-509962-ilmestyspaivanpuiston-rantalentopallokentta
FINLAND,Saaronniemen rantalentopallokenttä,Turku,"Saarontie 71, 20100 Turku",60.421557,22.095162,address,2,sand,,yes,public,city,"612922, 509936",https://www.turku.fi/toimipaikat/saaronniemen-rantalentopallokentta-1-2,2026-05-13,"Merged 2 LIPAS entries (ids: 612922, 509936); LIPAS id 612922; type 1330; status active",fi-out-612922-509936-saaronniemen-rantalentopallokentta
FINLAND,Sairialan beach volley-kenttä,Tuulos,"Kirkkokuja 31, 14840 Tuulos",61.144939,24.797304,address,1,sand,,yes,public,city,618763,,2026-05-13,LIPAS id 618763; type 1330; status active,fi-out-618763-sairialan-beach-volley-kentta
FINLAND,Jokelan koulukeskuksen beachvolleykenttä,Tuusula,"Jyväkuja 20, 05400 Tuusula",60.548319,24.960683,address,1,sand,,yes,school,city,520863,https://www.tuusula.fi/sivu.tmpl?sivu_id=1043,2026-05-13,LIPAS id 520863; type 1330; status active,fi-out-520863-jokelan-koulukeskuksen-beachvolleykentta
FINLAND,Metsäpirtin beachvolleykenttä,Tuusula,"Turaniementie 61, 04370 Tuusula",60.425563,24.990603,address,1,,,yes,public,city,600487,,2026-05-13,LIPAS id 600487; type 1330; status active,fi-out-600487-metsapirtin-beachvolleykentta
FINLAND,Roinilanpellon beachvolleykenttä,Tuusula,"Ruisvainio, 04500 Tuusula",60.531337,25.114527,address,1,sand,yes,yes,public,city,520865,https://www.tuusula.fi/,2026-05-13,LIPAS id 520865; type 1330; status active,fi-out-520865-roinilanpellon-beachvolleykentta
FINLAND,Uimahallin beachvolleykenttä,Tuusula,"Rykmentintie 1, 04300 Tuusula",60.400678,25.030631,address,1,,,yes,public,city,600488,,2026-05-13,LIPAS id 600488; type 1330; status active,fi-out-600488-uimahallin-beachvolleykentta
FINLAND,Markkuun koulun beachvolleykenttä,Tyrnävä,"Ängeslevän-Ylipääntie 6, 91800 Tyrnävä",64.769341,25.766639,address,1,sand,yes,,public,city,102056,www.tyrnava.fi,2026-05-13,LIPAS id 102056; type 1330; status active,fi-out-102056-markkuun-koulun-beachvolleykentta
FINLAND,Suutarinjärven beachvolleykenttä,Tyrnävä,"Suutarinjärventie, 91800 Tyrnävä",64.631053,25.921227,address,1,sand,,yes,public,city,509740,http://www.tyrnava.fi/,2026-05-13,LIPAS id 509740; type 1330; status active,fi-out-509740-suutarinjarven-beachvolleykentta
FINLAND,Terhonpuiston rantalentopallokenttä,Töysä,"Adlerintie 1, 63600 Töysä",62.650286,23.819772,address,1,sand,,yes,public,city,603552,https://www.alavus.fi,2026-05-13,LIPAS id 603552; type 1330; status active,fi-out-603552-terhonpuiston-rantalentopallokentta
FINLAND,Upinniemen beachvolleykenttä,Upinniemi,"Upinniemen rantatie, 02470 Upinniemi",60.035330,24.368276,address,1,sand,,,public,state,517849,,2026-05-13,LIPAS id 517849; type 1330; status active,fi-out-517849-upinniemen-beachvolleykentta
FINLAND,Kajaniemen beachvolley,Urjala,"Kajaniementie 79, 31720 Urjala",61.072968,23.406939,address,1,,,,public,city,613950,,2026-05-13,LIPAS id 613950; type 1330; status active,fi-out-613950-kajaniemen-beachvolley
FINLAND,Lammiharjun rantalentopallokenttä,Urjala as,"Huhmarinmäentie 45, 31700 Urjala as",61.061160,23.650817,address,2,sand,,yes,school,city,"529051, 617012",,2026-05-13,"Merged 2 LIPAS entries (ids: 529051, 617012); LIPAS id 529051; type 1330; status active",fi-out-529051-617012-lammiharjun-rantalentopallokentta
FINLAND,Kirkonkylän uimarannan beachvolleykenttä,Utajärvi,"Uimarannantie 34, 91600 Utajärvi",64.766855,26.421324,address,1,,yes,yes,public,city,605510,www.utajarvi.fi,2026-05-13,LIPAS id 605510; type 1330; status active,fi-out-605510-kirkonkylan-uimarannan-beachvolleykentta
FINLAND,Utulan beachvolleykenttä,Utula,"Metelniementie 31, 56330 Utula",61.348674,28.477688,address,1,sand,,,public,registered-association,614414,https://www.utulanseutu.fi/,2026-05-13,LIPAS id 614414; type 1330; status active,fi-out-614414-utulan-beachvolleykentta
FINLAND,Niukkalan beachvolleykenttä,Uukuniemi,"Tokkarintie, 59720 Uukuniemi",61.755939,29.899766,address,1,sand,,,public,city,102001,http://www.parikkala.fi/,2026-05-13,LIPAS id 102001; type 1330; status active,fi-out-102001-niukkalan-beachvolleykentta
FINLAND,Papinniemen beachvolleykenttä,Uukuniemi,"Papinniementie 178, 59730 Uukuniemi",61.803954,29.963312,address,1,sand,,,public,company-ltd,102059,,2026-05-13,LIPAS id 102059; type 1330; status active,fi-out-102059-papinniemen-beachvolleykentta
FINLAND,Pikku-Kuukan puiston beachvolleykenttä,Uurainen,"Kuukanpolku 5, 41230 Uurainen",62.496198,25.439006,address,2,sand,,yes,public,city,"617013, 617014",,2026-05-13,"Merged 2 LIPAS entries (ids: 617013, 617014); LIPAS id 617013; type 1330; status active",fi-out-617013-617014-pikku-kuukan-puiston-beachvolleykentta
FINLAND,Pikku-Kuukan puiston beachvolleykenttä 1,Uurainen,"Kuukanpolku 5, 41230 Uurainen",62.496352,25.438559,address,1,sand,,yes,public,city,511321,,2026-05-13,LIPAS id 511321; type 1330; status active,fi-out-511321-pikku-kuukan-puiston-beachvolleykentta-1
FINLAND,Hiun beachvolleykenttä,Uusikaupunki,"Hiuntie 214, 23500 Uusikaupunki",60.824856,21.392281,address,3,sand,,yes,public,city,"101894, 617021, 617022",https://uusikaupunki.fi/fi/kohteet/hiun-beachvolleykentta,2026-05-13,"Merged 3 LIPAS entries (ids: 101894, 617021, 617022); LIPAS id 101894; type 1330; status active",fi-out-101894-617021-617022-hiun-beachvolleykentta
FINLAND,Hiekkaharjun liikuntapuiston beachvolleykenttä 1,VANTAA,"Urheilutie 15, 01370 VANTAA",60.299614,25.056599,address,1,sand,yes,,school,city,102111,www.vantaa.fi,2026-05-13,LIPAS id 102111; type 1330; status active,fi-out-102111-hiekkaharjun-liikuntapuiston-beachvolleykentta-1
FINLAND,Hiekkaharjun liikuntapuiston beachvolleykenttä 2,VANTAA,"Urheilutie 15, 01370 VANTAA",60.299499,25.056235,address,1,sand,yes,,school,city,529379,www.vantaa.fi,2026-05-13,LIPAS id 529379; type 1330; status active,fi-out-529379-hiekkaharjun-liikuntapuiston-beachvolleykentta-2
FINLAND,Kuusijärven beachvolleykenttä,VANTAA,"Kuusijärventie 3, 01260 VANTAA",60.314230,25.114003,address,1,sand,,yes,public,city,102173,www.vantaa.fi,2026-05-13,LIPAS id 102173; type 1330; status active,fi-out-102173-kuusijarven-beachvolleykentta
FINLAND,Solansuun beachvolleykenttä,VARPAISJÄRVI,"Lukkarilantie 10, 73200 VARPAISJÄRVI",63.351302,27.769393,address,1,sand,,yes,public,city,521082,,2026-05-13,LIPAS id 521082; type 1330; status active,fi-out-521082-solansuun-beachvolleykentta
FINLAND,Lammasniemen Beachvolleykenttä,VESILAHTI,"Lammasniementie 60, 37470 VESILAHTI",61.311425,23.596383,address,1,sand,,,public,city,101327,,2026-05-13,LIPAS id 101327; type 1330; status active,fi-out-101327-lammasniemen-beachvolleykentta
FINLAND,Vierumäen beachvolleykenttä,VIERUMÄKI,"Kaskelantie, 19120 VIERUMÄKI",61.111228,26.009105,address,2,sand,,,public,foundation,"616784, 518364",http://www.vierumaki.fi/,2026-05-13,"Merged 2 LIPAS entries (ids: 616784, 518364); LIPAS id 616784; type 1330; status active",fi-out-616784-518364-vierumaen-beachvolleykentta
FINLAND,Virojoen beachvolleykenttä,VIROLAHTI,"Opintie 10, 49900 VIROLAHTI",60.582426,27.710490,address,1,,yes,,school,city,102076,http://www.virolahti.fi,2026-05-13,LIPAS id 102076; type 1330; status active,fi-out-102076-virojoen-beachvolleykentta
FINLAND,Uimalanniemen beachvolleykenttä,Vaajakoski,"Saltuntie 6, 40800 Vaajakoski",62.244902,25.890386,address,1,sand,,yes,public,city,521683,https://www.jyvaskyla.fi/liikunta,2026-05-13,LIPAS id 521683; type 1330; status active,fi-out-521683-uimalanniemen-beachvolleykentta
FINLAND,Onkilahden laivapuiston beachvolleykenttä,Vaasa,"Järvikatu, 65100 Vaasa",63.106617,21.611415,address,2,sand,,yes,public,city,"528048, 529017",,2026-05-13,"Merged 2 LIPAS entries (ids: 528048, 529017); LIPAS id 528048; type 1330; status active",fi-out-528048-529017-onkilahden-laivapuiston-beachvolleykentta
FINLAND,Paratiisisaaren beachvolleykenttä,Vaasa,"Lemmenpolku, 65170 Vaasa",63.089489,21.589157,address,10,sand,,yes,public,city,"528074, 529011, 529012, 529013, 529014, 529015, 529016",,2026-05-13,"Merged 7 LIPAS entries (ids: 528074, 529011, 529012, 529013, 529014, 529015, 529016); LIPAS id 528074; type 1330; status active",fi-out-528074-529011-529012-529013-529014-529015-529016-paratiisisaaren-beachvolleykentta
FINLAND,Tropiclandian beachvolleykenttä,Vaasa,"Lemmenpolku, 65170 Vaasa",63.087352,21.588491,address,4,sand,,yes,public,city,"528050, 529008, 529009",,2026-05-13,"Merged 3 LIPAS entries (ids: 528050, 529008, 529009); LIPAS id 528050; type 1330; status active",fi-out-528050-529008-529009-tropiclandian-beachvolleykentta
FINLAND,Ammattiopiston Beachvolleykenttä,Valkeakoski,"Vanhakyläntie, 37630 Valkeakoski",61.282727,23.991372,address,1,sand,,yes,school,other,529529,www.valkeakoski.fi,2026-05-13,LIPAS id 529529; type 1330; status active,fi-out-529529-ammattiopiston-beachvolleykentta
FINLAND,Apian beachvolleykenttä,Valkeakoski,"Pässinmäenkatu, 37600 Valkeakoski",61.267244,24.039673,address,1,sand,,yes,public,city,102067,http://www.valkeakoski.fi/,2026-05-13,LIPAS id 102067; type 1330; status active,fi-out-102067-apian-beachvolleykentta
FINLAND,Apian uimarannan beachvolleykenttä,Valkeakoski,"Saunapolku 7, 37600 Valkeakoski",61.267292,24.041566,address,1,sand,,yes,public,city,102075,http://www.valkeakoski.fi/,2026-05-13,LIPAS id 102075; type 1330; status active,fi-out-102075-apian-uimarannan-beachvolleykentta
FINLAND,Kirjaslammen beachvolleykenttä,Valkeakoski,"Hakalantie, 37600 Valkeakoski",61.272828,24.039950,address,2,sand,,yes,public,city,"102150, 617023",http://www.valkeakoski.fi/,2026-05-13,"Merged 2 LIPAS entries (ids: 102150, 617023); LIPAS id 102150; type 1330; status active",fi-out-102150-617023-kirjaslammen-beachvolleykentta
FINLAND,Biitsi Vantaa,Vantaa,"Luhtitie 15, 01650 Vantaa",60.266693,24.822136,address,1,sand,,,public,city,605934,www.biitsivantaa.fi,2026-05-13,LIPAS id 605934; type 1330; status active,fi-out-605934-biitsi-vantaa
FINLAND,Kalmuurin beachvolleykenttä,Vantaa,"Urpiaisentie 11, 01450 Vantaa",60.358454,25.080172,address,2,sand,,yes,school,city,"102109, 529380",www.vantaa.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 102109, 529380); LIPAS id 102109; type 1330; status active",fi-out-102109-529380-kalmuurin-beachvolleykentta
FINLAND,Kartanonkosken liikuntapuiston,Vantaa,"Tilkuntie 9, 01520 Vantaa",60.279733,24.954530,address,4,sand,yes,yes,school,city,"523835, 523836, 601175",www.vantaa.fi,2026-05-13,"Merged 3 LIPAS entries (ids: 523835, 523836, 601175); LIPAS id 523835; type 1330; status active",fi-out-523835-523836-601175-kartanonkosken-liikuntapuiston
FINLAND,Rajakylän liikuntapuiston,Vantaa,"Länsimäentie 42, 01280 Vantaa",60.248035,25.111331,address,2,sand,yes,,school,city,"600726, 102135",www.vantaa.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 600726, 102135); LIPAS id 600726; type 1330; status active",fi-out-600726-102135-rajakylan-liikuntapuiston
FINLAND,Vetokannaksen virkistysalueen beachvolleykenttä,Vantaa,"Vantaanlaaksontie 3, 01610 Vantaa",60.268839,24.881162,address,2,sand,,yes,public,city,"519865, 529385",www.vantaa.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 519865, 529385); LIPAS id 519865; type 1330; status active",fi-out-519865-529385-vetokannaksen-virkistysalueen-beachvolleykentta
FINLAND,Vassor beachvolleykenttä,Vassor,"Bodstrandvägen 38, 66590 Vassor",63.183696,21.982229,address,1,,,yes,public,registered-association,602305,http://wassoruf.sou.webbhuset.fi/bodstranden/,2026-05-13,LIPAS id 602305; type 1330; status active,fi-out-602305-vassor-beachvolleykentta
FINLAND,Himoisten beachvolley kenttä,Vehmaa,"Laituritie 3, 23210 Vehmaa",60.680201,21.576731,address,1,,,yes,public,city,614742,,2026-05-13,LIPAS id 614742; type 1330; status active,fi-out-614742-himoisten-beachvolley-kentta
FINLAND,Vehmersalmen beachvolleykenttä,Vehmersalmi,"Satamarannantie, 71310 Vehmersalmi",62.763635,28.017262,address,1,sand,,yes,public,city,600852,,2026-05-13,LIPAS id 600852; type 1330; status active,fi-out-600852-vehmersalmen-beachvolleykentta
FINLAND,Veikkolan urheilupuiston beachvolleykenttä,Veikkola,"Eerikinkartanontie 7, 02880 Veikkola",60.270260,24.438184,address,1,sand,,yes,school,city,529696,,2026-05-13,LIPAS id 529696; type 1330; status active,fi-out-529696-veikkolan-urheilupuiston-beachvolleykentta
FINLAND,Rantalentopallokenttä,Vesilahti,"Rahtitie 60, 37370 Vesilahti",61.291795,23.522653,address,1,,,,public,city,617216,,2026-05-13,LIPAS id 617216; type 1330; status active,fi-out-617216-rantalentopallokentta
FINLAND,Kirkkojärven rantalentopallokenttä,Vihanti,"Kirkkotie 18, 86400 Vihanti",64.487534,24.980897,address,1,sand,,yes,public,city,513366,http://www.raahe.fi/liikunta,2026-05-13,LIPAS id 513366; type 1330; status active,fi-out-513366-kirkkojarven-rantalentopallokentta
FINLAND,Haimoon beachvolleykenttä,Vihti,"Haimoontie, 03400 Vihti",60.466224,24.494312,address,1,sand,,yes,public,city,513084,www.vihti.fi,2026-05-13,LIPAS id 513084; type 1330; status active,fi-out-513084-haimoon-beachvolleykentta
FINLAND,Vihdin beachvolleykenttä,Vihti,"Nietoinkuja, 03400 Vihti",60.416484,24.315205,address,2,sand,,yes,public,city,"513076, 617025",www.vihti.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 513076, 617025); LIPAS id 513076; type 1330; status active",fi-out-513076-617025-vihdin-beachvolleykentta
FINLAND,Luttusen beachvolleykenttä,Viiala,"Luttunen, 37830 Viiala",61.202394,23.806408,address,2,sand,,yes,school,city,"101229, 517395",www.akaa.fi,2026-05-13,"Merged 2 LIPAS entries (ids: 101229, 517395); LIPAS id 101229; type 1330; status active",fi-out-101229-517395-luttusen-beachvolleykentta
FINLAND,Viitasaaren rantalentopallokenttä,Viitasaari,"Koulukuja 1, 44500 Viitasaari",63.084140,25.852648,address,1,,,,public,city,613189,,2026-05-13,LIPAS id 613189; type 1330; status active,fi-out-613189-viitasaaren-rantalentopallokentta
FINLAND,Virenojan beachvolleykenttä,Virenoja,"Virenojantie 168, 16310 Virenoja",60.859475,25.732384,address,1,sand,,,public,other,515142,www.orimattila.fi/,2026-05-13,LIPAS id 515142; type 1330; status active,fi-out-515142-virenojan-beachvolleykentta
FINLAND,Urheilukeskuksen beachvolleykenttä,Virrat,"Sipiläntie 3, 34800 Virrat",62.236517,23.760217,address,2,sand,,yes,public,city,"507983, 617026",,2026-05-13,"Merged 2 LIPAS entries (ids: 507983, 617026); LIPAS id 507983; type 1330; status active",fi-out-507983-617026-urheilukeskuksen-beachvolleykentta
FINLAND,Voltin beachvolleykenttä,Voltti,"Seurantie 2, 62310 Voltti",63.288915,22.817234,address,1,sand,,yes,public,city,522741,www.kauhava.fi,2026-05-13,LIPAS id 522741; type 1330; status active,fi-out-522741-voltin-beachvolleykentta
FINLAND,Kultarannan beachvolleykenttä,Vuokatti,"Pisterinniemenkuja, 88610 Vuokatti",64.150473,28.223311,address,1,sand,,yes,public,city,510527,,2026-05-13,LIPAS id 510527; type 1330; status active,fi-out-510527-kultarannan-beachvolleykentta
FINLAND,Tunturihuvila lomamökkien beachvolleykenttä,Vuontisjärvi,"Ounastie 1768, 99410 Vuontisjärvi",68.430878,23.989742,address,1,sand,,,public,company-ltd,519887,www.tunturihuvila.fi,2026-05-13,LIPAS id 519887; type 1330; status active,fi-out-519887-tunturihuvila-lomamokkien-beachvolleykentta
FINLAND,Vuorelan koulun beachvolleykenttä,Vuorela,"Rinnepolku 1, 70910 Vuorela",62.980332,27.694585,address,1,sand,,yes,school,city,510896,http://www.siilinjarvi.fi/,2026-05-13,LIPAS id 510896; type 1330; status active,fi-out-510896-vuorelan-koulun-beachvolleykentta
FINLAND,Kalmarinrannan beachvolleykenttä,Vääksy,"Kalmarinpolku, 17200 Vääksy",61.169308,25.543177,address,1,sand,,yes,public,city,518394,www.asikkala.fi,2026-05-13,LIPAS id 518394; type 1330; status active,fi-out-518394-kalmarinrannan-beachvolleykentta
FINLAND,Kuotaan beachvolleykenttä,Vääksy,"Männiköntie 20, 17200 Vääksy",61.171757,25.576675,address,1,sand,,,public,city,102129,www.asikkala.fi,2026-05-13,LIPAS id 102129; type 1330; status active,fi-out-102129-kuotaan-beachvolleykentta
FINLAND,Pirppulanrannan beachvolleykenttä,Vääksy,"Eeronpolku, 17200 Vääksy",61.160283,25.559554,address,1,,,,public,city,602165,,2026-05-13,LIPAS id 602165; type 1330; status active,fi-out-602165-pirppulanrannan-beachvolleykentta
FINLAND,Beach volley- kenttä,YLI-II,"Ahvenniementie, 91200 YLI-II",65.371053,25.852502,address,1,,yes,yes,public,city,615678,,2026-05-13,LIPAS id 615678; type 1330; status active,fi-out-615678-beach-volley-kentta
FINLAND,Härmän Kuntokeskuksen beachvolleykenttä,Ylihärmä,"Vaasantie 22, 62375 Ylihärmä",63.141105,22.827379,address,1,sand,,,public,company-ltd,518575,http://www.harmankuntokeskus.fi/,2026-05-13,LIPAS id 518575; type 1330; status active,fi-out-518575-harman-kuntokeskuksen-beachvolleykentta
FINLAND,Ylihärmän kk:n koulun beachvolleykenttä,Ylihärmä,"Järventie 14, 62375 Ylihärmä",63.150343,22.788231,address,2,sand,,,school,city,"518573, 616882",https://www.kauhava.fi/palvelut/liikunta_ja_ulkoilu/liikuntapaikat/beach-volley,2026-05-13,"Merged 2 LIPAS entries (ids: 518573, 616882); LIPAS id 518573; type 1330; status active",fi-out-518573-616882-yliharman-kk-n-koulun-beachvolleykentta
